ContigName	GO
c_sym_98217	GO:0005788;GO:0005524
c_sym_98236	No_GO
c_sym_98244	No_GO
c_sym_98253	No_GO
c_sym_98280	No_GO
c_sym_98282	No_GO
c_sym_98289	GO:0005737;GO:0019897;GO:0030154;GO:0007275;GO:0007605;GO:0007283;GO:0007268
c_sym_98292	GO:0005524;GO:0017111
c_sym_98296	GO:0030175;GO:0005770;GO:0005886;GO:0001726;GO:0004438;GO:0004725
c_sym_98310	No_GO
c_sym_98311	GO:0032153;GO:0005829;GO:0005634;GO:0005524;GO:0005515;GO:0004674;GO:0007049;GO:0031573;GO:0033314;GO:0007165
c_sym_98320	No_GO
c_sym_98327	GO:0005730;GO:0005524;GO:0008026;GO:0003723;GO:0006364
c_sym_98329	No_GO
c_sym_98351	GO:0016021;GO:0046873
c_sym_98352	No_GO
c_sym_98354	No_GOcodes
c_sym_98356	No_GO
c_sym_98370	No_GO
c_sym_98376	No_GOcodes
c_sym_98377	GO:0005829;GO:0005874;GO:0005524;GO:0003777;GO:0007018
c_sym_98385	GO:0016021;GO:0016972;GO:0045454
c_sym_98394	No_GO
c_sym_98402	No_GO
c_sym_98413	GO:0005886;GO:0000036;GO:0048037;GO:0000166;GO:0016491;GO:0031177;GO:0016747;GO:0008270;GO:0071770;GO:0006631;GO:0008610
c_sym_98426	No_GO
c_sym_98438	GO:0003913;GO:0006281
c_sym_98443	No_GO
c_sym_98450	No_GO
c_sym_98454	No_GO
c_sym_98469	No_GO
c_sym_98476	No_GO
c_sym_98478	GO:0004311;GO:0004660;GO:0008285;GO:0048146;GO:0042060
c_sym_98506	No_GO
c_sym_98510	GO:0005730;GO:0003899;GO:0003676;GO:0008270
c_sym_98515	No_GO
c_sym_98533	No_GO
c_sym_98548	No_GO
c_sym_98555	No_GOcodes
c_sym_98557	GO:0009507;GO:0043891;GO:0051287;GO:0050661;GO:0006006;GO:0019253
c_sym_98567	No_GO
c_sym_98571	No_GO
c_sym_98581	GO:0016021;GO:0005524;GO:0015662;GO:0046872;GO:0006754;GO:0006812
c_sym_98587	No_GO
c_sym_98596	GO:0005739;GO:0051539;GO:0009055;GO:0010181;GO:0005506;GO:0050243;GO:0030976;GO:0045333;GO:0022900;GO:0006090;GO:0006810
c_sym_98598	No_GO
c_sym_98628	No_GO
c_sym_98629	GO:0005737;GO:0005634;GO:0004114;GO:0007601
c_sym_98633	No_GO
c_sym_98638	No_GO
c_sym_98646	GO:0005737;GO:0005634;GO:0071889;GO:0005524;GO:0000287;GO:0004674;GO:0001525;GO:0030154;GO:0007243;GO:0045071;GO:0035063;GO:0045787;GO:0008284;GO:0010628;GO:0043525;GO:0045070;GO:0000245
c_sym_98656	No_GO
c_sym_98662	No_GO
c_sym_98664	No_GO
c_sym_98678	GO:0005874;GO:0008663;GO:0005524;GO:0003777;GO:0007018
c_sym_98683	No_GO
c_sym_98687	No_GO
c_sym_98694	GO:0005634;GO:0016422
c_sym_98696	No_GO
c_sym_98721	No_GO
c_sym_98727	No_GO
c_sym_98735	No_GO
c_sym_98743	No_GO
c_sym_98749	No_GO
c_sym_98760	GO:0005737;GO:0000036;GO:0048037;GO:0006633
c_sym_98781	No_GO
c_sym_98786	No_GO
c_sym_98788	No_GO
c_sym_98800	GO:0005737;GO:0005634;GO:0004519;GO:0046872;GO:0007049;GO:0051301
c_sym_98807	GO:0005739;GO:0005488
c_sym_98824	No_GO
c_sym_98830	GO:0009535;GO:0016021;GO:0009523;GO:0016168;GO:0009767;GO:0018298;GO:0006810
c_sym_98838	No_GO
c_sym_98848	No_GO
c_sym_98850	No_GO
c_sym_98858	No_GO
c_sym_98872	GO:0015934;GO:0003735;GO:0006412
c_sym_98893	No_GO
c_sym_98902	No_GO
c_sym_98904	No_GO
c_sym_98912	No_GO
c_sym_98918	No_GOcodes
c_sym_98928	No_GO
c_sym_98939	No_GO
c_sym_98941	No_GO
c_sym_98947	GO:0010181;GO:0016787;GO:0046872;GO:0042602;GO:0022900;GO:0006810
c_sym_98953	No_GO
c_sym_98955	No_GOcodes
c_sym_98958	No_GO
c_sym_98967	No_GO
c_sym_98970	GO:0009507;GO:0005730;GO:0004252;GO:0006508
c_sym_98980	GO:0004177;GO:0008239;GO:0006508
c_sym_98982	No_GO
c_sym_98987	GO:0016021
c_sym_98989	No_GO
c_sym_98999	GO:0031164;GO:0016021;GO:0005524;GO:0004931;GO:0001614;GO:0009992;GO:0006971;GO:0050848
c_sym_99014	GO:0016459;GO:0005524;GO:0003774
c_sym_99021	No_GO
c_sym_99026	No_GO
c_sym_99028	GO:0072372;GO:0005488;GO:0060271;GO:0006629;GO:0048496;GO:0090090;GO:2000095;GO:0016055
c_sym_99033	No_GOcodes
c_sym_99037	GO:0016021;GO:0005774;GO:0005524;GO:0016887;GO:0006810
c_sym_99046	No_GO
c_sym_99052	No_GO
c_sym_99053	No_GO
c_sym_99054	GO:0016021;GO:0005509;GO:0005216
c_sym_99062	No_GO
c_sym_99065	No_GO
c_sym_99073	No_GO
c_sym_99081	No_GO
c_sym_99104	No_GO
c_sym_99109	No_GO
c_sym_99112	No_GO
c_sym_99116	No_GO
c_sym_99117	GO:0004553;GO:0016301;GO:0005976
c_sym_99124	GO:0005942;GO:0016303;GO:0005524;GO:0030476;GO:0031321;GO:0034613;GO:0048015;GO:0007033;GO:0016192
c_sym_99132	No_GO
c_sym_99146	No_GO
c_sym_99149	No_GO
c_sym_99150	No_GO
c_sym_99160	GO:0042384;GO:0003341;GO:0002064;GO:0060438;GO:0021591
c_sym_99161	GO:0031901;GO:0055038;GO:0005524;GO:0005509;GO:0005525;GO:0003924;GO:0005515;GO:0032456;GO:0051260
c_sym_99163	No_GO
c_sym_99170	No_GO
c_sym_99179	No_GO
c_sym_99190	GO:0020015;GO:0004365;GO:0051287;GO:0050661;GO:0006096
c_sym_99193	No_GO
c_sym_99196	GO:0005737;GO:0004814;GO:0005524;GO:0006420
c_sym_99197	GO:0005829;GO:0005515;GO:0004842;GO:0008270;GO:0051865
c_sym_99199	No_GO
c_sym_99210	GO:0008168
c_sym_99215	GO:0005737;GO:0005871;GO:0005874;GO:0005488;GO:0003777
c_sym_99222	GO:0005622;GO:0005524;GO:0004693;GO:0031152;GO:0008283;GO:0006909;GO:0031157;GO:0030435
c_sym_99225	No_GO
c_sym_99238	GO:0005634;GO:0005524;GO:0008026;GO:0003676;GO:0006397;GO:0008380
c_sym_99239	GO:0005783;GO:0005794;GO:0005764;GO:0031404;GO:0004197;GO:0042802;GO:0043621;GO:0007568;GO:0006508;GO:0010033
c_sym_99240	No_GOcodes
c_sym_99247	GO:0005829;GO:0000790;GO:0018024
c_sym_99256	No_GOcodes
c_sym_99268	GO:0005815;GO:0005634;GO:0008270;GO:0006355;GO:0006351
c_sym_99275	GO:0016810
c_sym_99286	GO:0016021;GO:0005509;GO:0004252;GO:0006508
c_sym_99289	No_GOcodes
c_sym_99302	No_GO
c_sym_99304	No_GO
c_sym_99315	No_GO
c_sym_99322	GO:0005737;GO:0005488;GO:0003755;GO:0006457
c_sym_99323	No_GOcodes
c_sym_99329	No_GO
c_sym_99341	No_GO
c_sym_99345	No_GO
c_sym_99346	GO:0000166;GO:0016491
c_sym_99351	No_GO
c_sym_99361	No_GOcodes
c_sym_99378	GO:0016020;GO:0005525;GO:0016817
c_sym_99386	No_GO
c_sym_99397	No_GO
c_sym_99400	No_GO
c_sym_99402	No_GOcodes
c_sym_99416	No_GO
c_sym_99423	No_GOcodes
c_sym_99434	No_GO
c_sym_99439	GO:0000148;GO:0003843;GO:0006075
c_sym_99441	No_GO
c_sym_99445	No_GO
c_sym_99446	No_GO
c_sym_99447	No_GOcodes
c_sym_99451	No_GO
c_sym_99453	No_GO
c_sym_99455	GO:0005524;GO:0004672
c_sym_99461	No_GOcodes
c_sym_99462	No_GOcodes
c_sym_99470	GO:0009535;GO:0016021;GO:0030076;GO:0009523;GO:0016168;GO:0015979;GO:0018298
c_sym_99496	GO:0008287;GO:0046872;GO:0004722;GO:0006470
c_sym_99516	No_GO
c_sym_99520	No_GO
c_sym_99528	No_GO
c_sym_99544	No_GOcodes
c_sym_99548	GO:0005829;GO:0003729;GO:0000288
c_sym_99549	No_GO
c_sym_99553	No_GO
c_sym_99556	No_GO
c_sym_99595	GO:0005737;GO:0008168;GO:0003676;GO:0001510;GO:0006364
c_sym_99621	GO:0004222;GO:0008270;GO:0006508
c_sym_99631	No_GO
c_sym_99648	GO:0005743;GO:0050660;GO:0008137;GO:0006116
c_sym_99649	GO:0008270
c_sym_99656	No_GO
c_sym_99659	No_GO
c_sym_99672	No_GO
c_sym_99676	No_GO
c_sym_99679	GO:0005524;GO:0004674;GO:0006397;GO:0008380
c_sym_99680	GO:0005524;GO:0017111
c_sym_99688	No_GO
c_sym_99698	No_GO
c_sym_99703	GO:0009501;GO:0009011
c_sym_99704	No_GO
c_sym_99740	GO:0008168
c_sym_99741	GO:0005737;GO:0005525;GO:0003924;GO:0003746
c_sym_99758	No_GO
c_sym_99760	No_GO
c_sym_99762	GO:0003755;GO:0006457
c_sym_99763	GO:0005524;GO:0016301
c_sym_99767	No_GO
c_sym_99768	No_GO
c_sym_99772	No_GO
c_sym_99778	No_GO
c_sym_99792	GO:0009523;GO:0042651;GO:0009055;GO:0020037;GO:0015979;GO:0022904;GO:0006810
c_sym_99798	No_GO
c_sym_99810	GO:0005665;GO:0003677;GO:0003899;GO:0046872;GO:0006355;GO:0006366
c_sym_99829	No_GO
c_sym_99830	No_GO
c_sym_99834	GO:0015935;GO:0003723;GO:0003735;GO:0006412
c_sym_99840	No_GO
c_sym_99843	No_GO
c_sym_99844	No_GO
c_sym_99847	No_GO
c_sym_99862	GO:0016021;GO:0005886;GO:0008271;GO:0015293;GO:0009970;GO:0080160
c_sym_99894	GO:0005840;GO:0003723;GO:0003735;GO:0006412
c_sym_99901	GO:0015935;GO:0003723;GO:0003735;GO:0006412
c_sym_99919	GO:0009507;GO:0043891;GO:0051287;GO:0050661;GO:0006006;GO:0019253
c_sym_99922	No_GO
c_sym_99939	No_GO
c_sym_99968	No_GO
c_sym_99975	No_GO
c_sym_99980	GO:0003677;GO:0008270;GO:0006355
c_sym_99990	GO:0016021;GO:0005509;GO:0005216
c_sym_100014	No_GO
c_sym_100015	No_GO
c_sym_100023	No_GO
c_sym_100029	GO:0005524;GO:0005509;GO:0004672
c_sym_100032	No_GOcodes
c_sym_100034	GO:0016021;GO:0005216;GO:0005529;GO:0006812;GO:0071468;GO:0001581;GO:0007218
c_sym_100037	GO:0016972
c_sym_100052	No_GO
c_sym_100058	No_GO
c_sym_100062	GO:0009535;GO:0016021;GO:0009522;GO:0009523;GO:0016168;GO:0046872;GO:0015979;GO:0018298
c_sym_100080	No_GO
c_sym_100082	No_GO
c_sym_100083	GO:0005634;GO:0003684;GO:0070628;GO:0043130;GO:0006289;GO:0043161
c_sym_100090	No_GO
c_sym_100098	No_GO
c_sym_100101	No_GO
c_sym_100112	GO:0045261;GO:0005524;GO:0046933;GO:0046961;GO:0015991;GO:0015986
c_sym_100113	GO:0005737;GO:0005856;GO:0005524
c_sym_100117	No_GO
c_sym_100124	No_GO
c_sym_100128	No_GOcodes
c_sym_100134	No_GO
c_sym_100135	No_GO
c_sym_100138	No_GO
c_sym_100142	No_GOcodes
c_sym_100148	No_GO
c_sym_100150	GO:0000775;GO:0000139;GO:0005643;GO:0003950;GO:0051028;GO:0090263;GO:0070213;GO:0000209;GO:0015031;GO:0016055
c_sym_100160	GO:0018112
c_sym_100166	GO:0016787
c_sym_100168	No_GO
c_sym_100179	GO:0016021;GO:0005743;GO:0005488;GO:0006554;GO:0055085
c_sym_100180	No_GO
c_sym_100190	No_GO
c_sym_100191	No_GO
c_sym_100199	No_GO
c_sym_100201	No_GO
c_sym_100206	GO:0005576;GO:0003993;GO:0046872
c_sym_100220	No_GO
c_sym_100225	No_GO
c_sym_100282	No_GO
c_sym_100304	GO:0005737;GO:0005634
c_sym_100318	GO:0003676;GO:0000166;GO:0008270
c_sym_100327	No_GO
c_sym_100328	GO:0080008;GO:0005730;GO:0030529;GO:0006364
c_sym_100360	GO:0003824;GO:0030170
c_sym_100365	GO:0005789;GO:0033116;GO:0000139;GO:0016021;GO:0015031;GO:0016192
c_sym_100371	GO:0005737;GO:0005634;GO:0005085
c_sym_100383	No_GOcodes
c_sym_100385	GO:0005840;GO:0003723;GO:0003735;GO:0006412
c_sym_100396	GO:0016021;GO:0005634;GO:0005886;GO:0015204
c_sym_100402	No_GO
c_sym_100409	GO:0005874;GO:0097014;GO:0005524;GO:0003777;GO:0009296;GO:0035720
c_sym_100411	No_GO
c_sym_100432	GO:0031901;GO:0005886;GO:0005525;GO:0015031;GO:0007264
c_sym_100443	GO:0005524;GO:0004674
c_sym_100455	No_GO
c_sym_100464	No_GO
c_sym_100465	GO:0016324;GO:0090406;GO:0016308;GO:0005524;GO:0072583
c_sym_100473	No_GO
c_sym_100488	No_GO
c_sym_100501	GO:0005737;GO:0005634;GO:0005524;GO:0004674;GO:0035556
c_sym_100502	No_GO
c_sym_100507	No_GO
c_sym_100509	No_GOcodes
c_sym_100510	No_GO
c_sym_100517	No_GOcodes
c_sym_100518	GO:0005488
c_sym_100526	No_GO
c_sym_100528	No_GO
c_sym_100530	No_GO
c_sym_100531	No_GO
c_sym_100538	No_GO
c_sym_100540	No_GO
c_sym_100551	No_GO
c_sym_100552	GO:0032153;GO:0005829;GO:0033551;GO:0005634;GO:0005524;GO:0004674;GO:0051519;GO:0051455;GO:0006281;GO:0006282
c_sym_100561	No_GO
c_sym_100567	GO:0005960;GO:0019464
c_sym_100589	No_GO
c_sym_100592	GO:0005524;GO:0008026;GO:0003677;GO:0008270
c_sym_100594	GO:0005875;GO:0005524;GO:0006950
c_sym_100613	No_GO
c_sym_100620	No_GO
c_sym_100630	GO:0005929;GO:0005874;GO:0005932;GO:0005524;GO:0004835;GO:0006464
c_sym_100638	GO:0005874;GO:0005524;GO:0003777;GO:0007018
c_sym_100644	GO:0009535;GO:0016021;GO:0030076;GO:0009523;GO:0016168;GO:0015979;GO:0018298
c_sym_100653	No_GO
c_sym_100657	No_GO
c_sym_100664	No_GO
c_sym_100668	No_GO
c_sym_100669	GO:0046872
c_sym_100670	No_GOcodes
c_sym_100675	No_GO
c_sym_100682	No_GO
c_sym_100685	GO:0009535;GO:0016021;GO:0009522;GO:0009523;GO:0016168;GO:0046872;GO:0015979;GO:0018298
c_sym_100690	No_GO
c_sym_100703	GO:0000148;GO:0016021;GO:0009506;GO:0003843;GO:0006075;GO:0007047;GO:0048589;GO:0009556;GO:0008360
c_sym_100707	GO:0005737;GO:0047280;GO:0004516;GO:0004514
c_sym_100716	No_GO
c_sym_100719	No_GO
c_sym_100722	No_GO
c_sym_100748	No_GO
c_sym_100760	No_GO
c_sym_100767	No_GOcodes
c_sym_100776	No_GO
c_sym_100780	GO:0005829;GO:0005634;GO:0003677;GO:0003723;GO:0008270;GO:0009790;GO:0010154;GO:0006355
c_sym_100782	No_GO
c_sym_100785	GO:0018685;GO:0052869;GO:0006629
c_sym_100786	No_GO
c_sym_100789	No_GOcodes
c_sym_100795	GO:0005737;GO:0005634;GO:0005515;GO:0008270;GO:0006915;GO:0070266;GO:0060546;GO:0042326;GO:2000378;GO:0042981
c_sym_100803	No_GO
c_sym_100805	No_GO
c_sym_100814	No_GO
c_sym_100820	GO:0005634;GO:0009873;GO:0042752;GO:0010099;GO:0009637;GO:0010114;GO:0048511
c_sym_100821	No_GO
c_sym_100828	No_GO
c_sym_100831	No_GO
c_sym_100838	GO:0016740;GO:0009058
c_sym_100843	GO:0045335;GO:0033178;GO:0046961;GO:0015991
c_sym_100850	No_GO
c_sym_100855	No_GO
c_sym_100857	No_GO
c_sym_100864	No_GO
c_sym_100865	No_GO
c_sym_100871	No_GO
c_sym_100881	No_GO
c_sym_100884	No_GO
c_sym_100885	GO:0016772
c_sym_100895	No_GO
c_sym_100907	No_GO
c_sym_100911	GO:0030176;GO:0005524;GO:0005388;GO:0046872
c_sym_100916	No_GO
c_sym_100920	No_GO
c_sym_100924	No_GO
c_sym_100939	GO:0000151;GO:0034450;GO:0006511
c_sym_100950	No_GO
c_sym_100952	No_GO
c_sym_100953	No_GO
c_sym_100958	No_GOcodes
c_sym_100959	No_GO
c_sym_100963	No_GO
c_sym_100967	No_GO
c_sym_100970	No_GO
c_sym_100976	No_GO
c_sym_100993	GO:0043169;GO:0004553;GO:0005975
c_sym_100998	GO:0005524
c_sym_101010	GO:0005524;GO:0004691
c_sym_101011	No_GO
c_sym_101014	No_GO
c_sym_101016	GO:0016021;GO:0005249
c_sym_101030	GO:0009535;GO:0016021;GO:0009522;GO:0009523;GO:0016168;GO:0046872;GO:0015979;GO:0018298
c_sym_101037	No_GO
c_sym_101038	No_GO
c_sym_101041	No_GOcodes
c_sym_101045	No_GO
c_sym_101048	No_GO
c_sym_101052	GO:0043169;GO:0004568;GO:0006032
c_sym_101054	No_GO
c_sym_101059	No_GO
c_sym_101072	GO:0005929;GO:0030286;GO:0035086;GO:0005874;GO:0005524;GO:0016887;GO:0003777;GO:0030030;GO:0007018
c_sym_101080	No_GO
c_sym_101096	No_GOcodes
c_sym_101135	No_GO
c_sym_101137	No_GO
c_sym_101142	No_GO
c_sym_101147	No_GO
c_sym_101187	No_GO
c_sym_101190	No_GOcodes
c_sym_101197	GO:0008233;GO:0004221;GO:0006511
c_sym_101201	No_GOcodes
c_sym_101211	No_GO
c_sym_101215	GO:0016020;GO:0005509;GO:0030151;GO:0016491
c_sym_101226	No_GO
c_sym_101240	GO:0016021;GO:0005524;GO:0015662;GO:0046872;GO:0006812
c_sym_101244	GO:0005743;GO:0042719;GO:0046872;GO:0045039
c_sym_101245	No_GO
c_sym_101257	GO:0019898;GO:0009654;GO:0030096;GO:0005509;GO:0015979;GO:0042549
c_sym_101262	No_GOcodes
c_sym_101273	No_GO
c_sym_101278	No_GO
c_sym_101279	GO:0016021;GO:0006810
c_sym_101281	No_GO
c_sym_101286	GO:0005952;GO:0030552;GO:0008603;GO:0001932;GO:0007165
c_sym_101287	No_GO
c_sym_101288	No_GO
c_sym_101291	GO:0005794;GO:0005887;GO:0008509;GO:0005524;GO:0016887;GO:0017127;GO:0005548;GO:0071222;GO:0071300;GO:0033344;GO:0008203;GO:0002790;GO:0006911;GO:0033700;GO:0045332;GO:0010875;GO:0006497;GO:0043691
c_sym_101299	No_GOcodes
c_sym_101310	No_GO
c_sym_101327	No_GO
c_sym_101353	No_GO
c_sym_101366	No_GO
c_sym_101371	No_GO
c_sym_101379	No_GO
c_sym_101401	No_GO
c_sym_101420	No_GO
c_sym_101441	No_GO
c_sym_101446	GO:0016301;GO:0005543
c_sym_101448	No_GO
c_sym_101452	No_GO
c_sym_101469	GO:0000793;GO:0005524;GO:0003917;GO:0007059;GO:0006265
c_sym_101473	No_GO
c_sym_101478	No_GO
c_sym_101479	GO:0005634;GO:0008270;GO:0006355
c_sym_101489	GO:0005622;GO:0003676;GO:0008270
c_sym_101500	No_GO
c_sym_101513	GO:0030424;GO:0031594;GO:0005634;GO:0031435;GO:0004842;GO:0008270;GO:0006915;GO:0010171;GO:0040011;GO:0043409;GO:0018991;GO:0031647;GO:0050807;GO:0006355;GO:0006351
c_sym_101548	GO:0004518;GO:0006281
d_sym_1	No_GO
d_sym_2	GO:0005737;GO:0005524;GO:0004176;GO:0004252;GO:0006508;GO:0006950
d_sym_9	GO:0005694;GO:0007126
d_sym_11	GO:0005634;GO:0048471;GO:0005488;GO:0008565;GO:0006606
d_sym_13	GO:0005777;GO:0003995;GO:0003997;GO:0050660;GO:0006635
d_sym_18	No_GOcodes
d_sym_19	GO:0005737;GO:0005634;GO:0005524;GO:0005516;GO:0004683;GO:0006954;GO:0007616;GO:0043011;GO:0007270;GO:0006913;GO:0046827;GO:0045893;GO:0007165
d_sym_26	GO:0005737;GO:0005634;GO:0005524;GO:0004674;GO:0044351;GO:0032496;GO:0006950;GO:0002224
d_sym_27	GO:0009535;GO:0009522;GO:0051539;GO:0009055;GO:0046872;GO:0016491;GO:0009773;GO:0006810
d_sym_28	No_GO
d_sym_33	No_GO
d_sym_35	No_GO
d_sym_37	No_GO
d_sym_39	No_GO
d_sym_48	No_GOcodes
d_sym_51	GO:0005576;GO:0042973;GO:0019863
d_sym_57	No_GOcodes
d_sym_59	GO:0005777;GO:0004451;GO:0006097;GO:0006099
d_sym_60	GO:0016021;GO:0022857
d_sym_62	GO:0005737;GO:0015031
d_sym_64	GO:0005524;GO:0004674
d_sym_70	No_GO
d_sym_74	No_GOcodes
d_sym_79	GO:0034464;GO:0005814;GO:0060170;GO:0032391;GO:0005488;GO:0030030;GO:0045444
d_sym_82	No_GO
d_sym_84	GO:0004345;GO:0050661;GO:0006006
d_sym_85	GO:0005739;GO:0005782;GO:0004165;GO:0000062;GO:0009062
d_sym_90	No_GOcodes
d_sym_95	GO:0030154;GO:0007275;GO:0007283
d_sym_101	No_GO
d_sym_110	No_GO
d_sym_111	GO:0015030;GO:0005737;GO:0016607;GO:0005681;GO:0003723;GO:0006397;GO:0008380
d_sym_114	No_GO
d_sym_117	No_GO
d_sym_118	GO:0009941;GO:0009570;GO:0045174;GO:0004364;GO:0010731;GO:0009636
d_sym_120	GO:0042972;GO:0000272
d_sym_122	GO:0005524;GO:0004674
d_sym_124	No_GO
d_sym_127	No_GO
d_sym_128	No_GOcodes
d_sym_129	No_GO
d_sym_130	No_GO
d_sym_134	No_GO
d_sym_137	GO:0005634
d_sym_141	GO:0004386
d_sym_142	No_GO
d_sym_147	GO:0005524;GO:0005509;GO:0004674
d_sym_155	GO:0000785;GO:0005634;GO:0003677;GO:0006260;GO:0034088;GO:0006275
d_sym_159	No_GO
d_sym_160	GO:0005737;GO:0005524;GO:0006457
d_sym_163	No_GOcodes
d_sym_166	GO:0009507;GO:0000166;GO:0003723
d_sym_172	No_GO
d_sym_174	GO:0005840;GO:0003735;GO:0006412
d_sym_177	No_GO
d_sym_182	GO:0005829;GO:0005524;GO:0004707;GO:0005515;GO:0007190;GO:0031152;GO:0019933;GO:0051301;GO:0006935;GO:0007067;GO:0051344
d_sym_183	GO:0005604;GO:0005509;GO:0050896;GO:0007601
d_sym_188	GO:0047345;GO:0008108;GO:0008270;GO:0006012;GO:0080040
d_sym_190	GO:0016021;GO:0006865;GO:0006814
d_sym_193	GO:0016788;GO:0017000
d_sym_195	No_GO
d_sym_197	GO:0016491
d_sym_198	No_GOcodes
d_sym_200	GO:0005524;GO:0005509;GO:0004674
d_sym_201	No_GOcodes
d_sym_202	No_GO
d_sym_204	GO:0004197;GO:0006952;GO:0043068;GO:0006508
d_sym_208	GO:0005739;GO:0004314;GO:0005488;GO:0006633
d_sym_215	GO:0005524;GO:0016874;GO:0008641;GO:0006464
d_sym_216	GO:0005576;GO:0004521;GO:0046872;GO:0030247;GO:0003723;GO:0005044;GO:0006955
d_sym_217	GO:0005783;GO:0016021;GO:0005886;GO:0005509;GO:0015269;GO:0042802;GO:0051371;GO:0051372;GO:0005272;GO:0071468;GO:0001581;GO:0051925
d_sym_224	GO:0016787
d_sym_229	GO:0005524;GO:0000287;GO:0030955;GO:0004743;GO:0006096
d_sym_230	GO:0005509
d_sym_234	GO:0005737;GO:0005886;GO:0042651;GO:0005524;GO:0017038;GO:0006605
d_sym_236	GO:0008270
d_sym_237	No_GO
d_sym_238	GO:0009507;GO:0003677;GO:0010019;GO:0031930
d_sym_241	GO:0004020;GO:0005524;GO:0000103
d_sym_243	GO:0005524;GO:0008026;GO:0005509;GO:0003676;GO:0051301;GO:0007067
d_sym_244	No_GO
d_sym_246	GO:0005634;GO:0003723;GO:0045292
d_sym_252	GO:0016021;GO:0005886;GO:0005432;GO:0005516;GO:0031072;GO:0007154
d_sym_255	No_GO
d_sym_256	GO:0006364
d_sym_264	No_GO
d_sym_265	GO:0005789;GO:0016021;GO:0005506;GO:0050046;GO:0006633;GO:0016126
d_sym_269	No_GO
d_sym_274	GO:0005634;GO:0003729;GO:0000166;GO:0006397;GO:0043484;GO:0008380
d_sym_278	GO:0005737;GO:0005524;GO:0046872;GO:0008168;GO:0004637;GO:0004641;GO:0004644;GO:0006189;GO:0009113
d_sym_280	No_GO
d_sym_282	No_GOcodes
d_sym_286	No_GO
d_sym_288	GO:0005737;GO:0005524;GO:0004340;GO:0006096
d_sym_292	GO:0004502;GO:0019363
d_sym_294	No_GO
d_sym_295	GO:0048046;GO:0009941;GO:0016020;GO:0005777;GO:0009506;GO:0010287;GO:0005840;GO:0010319;GO:0005773;GO:0000166;GO:0009658;GO:0007623;GO:0042742;GO:0009409;GO:0006364
d_sym_305	GO:0005634;GO:0048471;GO:0000502;GO:0005524;GO:0017111;GO:0005515;GO:0030163
d_sym_306	GO:0008270
d_sym_309	GO:0005737;GO:0004748;GO:0046914;GO:0009186;GO:0006281;GO:0006260;GO:0007275;GO:0012501;GO:0051726
d_sym_310	GO:0005739;GO:0003989;GO:0005524;GO:0004075;GO:0046872;GO:0006633
d_sym_320	No_GOcodes
d_sym_323	No_GO
d_sym_324	No_GO
d_sym_327	No_GO
d_sym_333	No_GO
d_sym_338	No_GO
d_sym_339	No_GO
d_sym_341	No_GOcodes
d_sym_342	GO:0005634;GO:0005515;GO:0015074;GO:0006355;GO:0006351
d_sym_345	No_GO
d_sym_352	GO:0005788;GO:0009055;GO:0003756;GO:0015035;GO:0045454;GO:0006662;GO:0006950
d_sym_355	No_GO
d_sym_370	GO:0016021;GO:0005345;GO:0015853;GO:0015854
d_sym_373	GO:0016021;GO:0005774;GO:0005524;GO:0016887;GO:0006810
d_sym_374	No_GOcodes
d_sym_375	No_GOcodes
d_sym_376	No_GO
d_sym_382	No_GO
d_sym_387	No_GO
d_sym_405	GO:0000015;GO:0000287;GO:0004634;GO:0006096
d_sym_409	No_GO
d_sym_411	No_GOcodes
d_sym_412	GO:0016021;GO:0005886;GO:0015299;GO:0006814
d_sym_416	GO:0008270
d_sym_425	GO:0005886;GO:0016308;GO:0005524
d_sym_432	GO:0005618;GO:0005886;GO:0000159;GO:0005488
d_sym_434	GO:0005524;GO:0005509;GO:0004674
d_sym_442	No_GO
d_sym_446	No_GO
d_sym_449	GO:0005737;GO:0070286
d_sym_451	No_GO
d_sym_460	GO:0005634;GO:0046872;GO:0016702;GO:0004597;GO:0006355;GO:0006351
d_sym_463	GO:0009570;GO:0020037;GO:0016688;GO:0042744
d_sym_464	No_GOcodes
d_sym_470	No_GO
d_sym_474	GO:0005737;GO:0005856;GO:0005524
d_sym_476	GO:0005634;GO:0005524;GO:0046872;GO:0004652;GO:0003723;GO:0006397;GO:0043631;GO:0044011;GO:0006351
d_sym_481	GO:0016324;GO:0044445;GO:0090406;GO:0016308;GO:0005524;GO:0006897;GO:0007164;GO:0009827;GO:0009846;GO:0009860;GO:0010118
d_sym_482	GO:0009941;GO:0009570;GO:0009579;GO:0004427;GO:0000287;GO:0042742;GO:0006796;GO:0046686;GO:0009651
d_sym_485	GO:0046872;GO:0004721
d_sym_487	No_GO
d_sym_488	No_GO
d_sym_491	No_GO
d_sym_492	No_GO
d_sym_494	No_GO
d_sym_496	No_GOcodes
d_sym_507	GO:0003950
d_sym_509	GO:0005829;GO:0005524;GO:0004707;GO:0005515;GO:0007190;GO:0031152;GO:0019933;GO:0051301;GO:0006935;GO:0007067;GO:0051344
d_sym_516	GO:0005813;GO:0000776;GO:0072357;GO:0071889;GO:0019208;GO:0051297;GO:0007067;GO:0006470;GO:0030155;GO:0035507;GO:0046822
d_sym_518	No_GO
d_sym_519	GO:0005829;GO:0005739;GO:0005634;GO:0009055;GO:0016156;GO:0000104;GO:0006106;GO:0006099
