ContigName	GO
c_sym_17803	No_GO
c_sym_17805	No_GO
c_sym_17814	GO:0004252;GO:0006508
c_sym_17822	GO:0005622;GO:0003676;GO:0008270
c_sym_17824	GO:0005488
c_sym_17829	No_GO
c_sym_17830	GO:0004518;GO:0006281
c_sym_17835	No_GO
c_sym_17837	GO:0005739;GO:0005515
c_sym_17846	No_GO
c_sym_17852	No_GO
c_sym_17854	GO:0005634;GO:0003950;GO:0006281;GO:0043069;GO:0006471;GO:0010332
c_sym_17860	GO:0005737
c_sym_17881	No_GO
c_sym_17882	GO:0005829;GO:0005524;GO:0004817;GO:0046872;GO:0000049;GO:0006423
c_sym_17886	GO:0005737;GO:0005874
c_sym_17887	No_GOcodes
c_sym_17888	GO:0005663;GO:0005634;GO:0005524;GO:0003689;GO:0006260;GO:0006355;GO:0006351
c_sym_17889	No_GO
c_sym_17892	No_GO
c_sym_17895	GO:0003677;GO:0016788;GO:0003723;GO:0006281
c_sym_17904	No_GO
c_sym_17909	GO:0005730;GO:0005524;GO:0008026;GO:0003676;GO:0006397;GO:0008380
c_sym_17910	No_GO
c_sym_17912	GO:0016021;GO:0005774;GO:0015297;GO:0008324;GO:0006816
c_sym_17914	GO:0005737;GO:0005524;GO:0004636;GO:0000105
c_sym_17916	No_GO
c_sym_17923	GO:0004222;GO:0008270;GO:0006508
c_sym_17924	No_GO
c_sym_17926	No_GO
c_sym_17929	No_GO
c_sym_17930	No_GO
c_sym_17931	GO:0009507;GO:0005506;GO:0042586;GO:0006412
c_sym_17933	No_GOcodes
c_sym_17935	No_GOcodes
c_sym_17939	No_GO
c_sym_17940	GO:0005665;GO:0003677;GO:0003899;GO:0006366
c_sym_17943	No_GO
c_sym_17944	No_GOcodes
c_sym_17951	No_GO
c_sym_17963	No_GO
c_sym_17966	GO:0005929;GO:0030286;GO:0035086;GO:0005874;GO:0005524;GO:0016887;GO:0003777;GO:0030030;GO:0007018
c_sym_17969	No_GO
c_sym_17975	No_GO
c_sym_17976	No_GO
c_sym_17978_30497	No_GO
c_sym_17983	GO:0003824;GO:0000166;GO:0009058
c_sym_17984	GO:0005737;GO:0042132;GO:0046872;GO:0005975
c_sym_17985	No_GO
c_sym_17989	No_GO
c_sym_17990	No_GO
c_sym_17991	No_GO
c_sym_17992	No_GO
c_sym_17993	GO:0016021;GO:0005509;GO:0055085
c_sym_18000	No_GO
c_sym_18002	No_GO
c_sym_18011	No_GO
c_sym_18018	No_GOcodes
c_sym_18020	GO:0000036;GO:0048037;GO:0047879;GO:0000166;GO:0016491;GO:0031177;GO:0008270;GO:0017000
c_sym_18021	GO:0005739;GO:0000166;GO:0016491
c_sym_18024	No_GO
c_sym_18027	No_GO
c_sym_18028	No_GO
c_sym_18029	GO:0009353;GO:0004591;GO:0030976;GO:0006096;GO:0006099
c_sym_18036	No_GO
c_sym_18037	GO:0016021;GO:0030140;GO:0005524;GO:0015662;GO:0000287;GO:0004012;GO:0006812;GO:0045332
c_sym_18038	No_GO
c_sym_18039	No_GO
c_sym_18043	No_GO
c_sym_18044	GO:0051286;GO:0005525
c_sym_18046	GO:0005634;GO:0005524;GO:0008026;GO:0005515;GO:0003723;GO:0006915;GO:0048589;GO:0009792;GO:0010172;GO:0040022;GO:0007281;GO:0040011;GO:0018996;GO:0002009;GO:0006397;GO:0002119;GO:0042127;GO:0040020;GO:0008380
c_sym_18051	No_GO
c_sym_18052	No_GO
c_sym_18054	No_GO
c_sym_18055	GO:0005694;GO:0005524;GO:0003917;GO:0004520;GO:0000737;GO:0006265
c_sym_18057	GO:0016021;GO:0015031;GO:0016192
c_sym_18058	No_GO
c_sym_18064	No_GO
c_sym_18065	No_GO
c_sym_18066	No_GO
c_sym_18077	No_GOcodes
c_sym_18078	No_GO
c_sym_18081	No_GO
c_sym_18082	No_GO
c_sym_18086	GO:0005737;GO:0008198;GO:0016702;GO:0008270;GO:0006725
c_sym_18087	No_GO
c_sym_18090	GO:0005737;GO:0008168;GO:0003676;GO:0001510;GO:0006364
c_sym_18095	No_GO
c_sym_18109	No_GO
c_sym_18114	GO:0005634;GO:0000166;GO:0003755;GO:0003723;GO:0006457
c_sym_18116	GO:0016023;GO:0000151;GO:0004842;GO:0008270;GO:0000185;GO:0006915;GO:0042981;GO:0006355;GO:0006351
c_sym_18117	No_GO
c_sym_18125	No_GO
c_sym_18128	GO:0005730;GO:0030532;GO:0005732;GO:0006364
c_sym_18130	No_GO
c_sym_18133	No_GO
c_sym_18134	No_GO
c_sym_18135	GO:0000015;GO:0000287;GO:0004634;GO:0006096
c_sym_18136	No_GO
c_sym_18137	GO:0016021;GO:0005886;GO:0005524;GO:0008553;GO:0046872;GO:0006754
c_sym_18138	No_GO
c_sym_18139	GO:0005634;GO:0003677;GO:0003899;GO:0046872;GO:0032549;GO:0016477;GO:0008340;GO:0009792;GO:0008406;GO:0002119
c_sym_18142	No_GO
c_sym_18147	No_GO
c_sym_18148	No_GO
c_sym_18152	GO:0005737;GO:0005634;GO:0003682;GO:0035064;GO:0003723;GO:0003713;GO:0016568;GO:0006397
c_sym_18154	No_GO
c_sym_18155	No_GO
c_sym_18160	No_GO
c_sym_18162	GO:0016021;GO:0022891;GO:0008643
c_sym_18164	GO:0005524;GO:0004674
c_sym_18165	No_GO
c_sym_18166	No_GO
c_sym_18169	GO:0005509
c_sym_18171	GO:0005737;GO:0033759;GO:0031418;GO:0046872
c_sym_18173	No_GO
c_sym_18175	No_GO
c_sym_18177	No_GOcodes
c_sym_18178	No_GO
c_sym_18182	GO:0016021;GO:0016849;GO:0004871;GO:0009190;GO:0035556
c_sym_18184_27968	GO:0016021;GO:0005886
c_sym_18185	GO:0009507;GO:0005759;GO:0003842;GO:0050897;GO:0016620;GO:0008270;GO:0010133;GO:0072593;GO:0009651
c_sym_18196	GO:0005737;GO:0005509;GO:0000287;GO:0004647;GO:0006564
c_sym_18197	No_GOcodes
c_sym_18198	GO:0005524
c_sym_18201	No_GO
c_sym_18202	GO:0015629;GO:0005829;GO:0045111;GO:0005654;GO:0005838;GO:0008134;GO:0031145;GO:0002479;GO:0006915;GO:0007253;GO:0006977;GO:0000082;GO:0010467;GO:0000216;GO:0016071;GO:0043066;GO:0043518;GO:0043409;GO:0032088;GO:0090201;GO:0000122;GO:0051436;GO:0030307;GO:0045737;GO:0032436;GO:0051437;GO:0070682;GO:0000209;GO:0006521;GO:0000084;GO:0044281;GO:0016032
c_sym_18209	No_GO
c_sym_18211	No_GOcodes
c_sym_18213	GO:0016021;GO:0005622;GO:0005524;GO:0042626;GO:0008134;GO:0006355
c_sym_18214	No_GO
c_sym_18220	GO:0004222;GO:0008270;GO:0006508
c_sym_18221	GO:0016846
c_sym_18223	No_GO
c_sym_18224	No_GO
c_sym_18229	No_GO
c_sym_18230	No_GO
c_sym_18234	No_GO
c_sym_18242	GO:0005737;GO:0005524;GO:0004818;GO:0004827;GO:0003723;GO:0006424;GO:0006433
c_sym_18243	GO:0005737;GO:0005871;GO:0005874;GO:0005524;GO:0008017;GO:0008574;GO:0008088;GO:0007411;GO:0007303;GO:0048813;GO:0001754;GO:0006886;GO:0030011;GO:0048311;GO:0047497;GO:0007310;GO:0008103;GO:0045451;GO:0007317;GO:0035617
c_sym_18245	No_GOcodes
c_sym_18246	No_GO
c_sym_18249	No_GOcodes
c_sym_18255	No_GO
c_sym_18256	No_GO
c_sym_18258	GO:0005737;GO:0030145;GO:0016462
c_sym_18262	GO:0005737;GO:0005700;GO:0046872;GO:0017018;GO:0005515;GO:0008344;GO:0007411;GO:0030261;GO:0007080;GO:0000022;GO:0008355;GO:0048477;GO:0006911;GO:0006470;GO:0051225;GO:0008542
c_sym_18265	GO:0005488
c_sym_18272	No_GO
c_sym_18278	No_GOcodes
c_sym_18286	No_GO
c_sym_18288	No_GOcodes
c_sym_18290	GO:0016021;GO:0005524;GO:0004143;GO:0046872;GO:0007205;GO:0035556
c_sym_18292	GO:0005829;GO:0031072;GO:0051082;GO:0006457
c_sym_18294	No_GO
c_sym_18295	No_GOcodes
c_sym_18302	GO:0005789;GO:0016021;GO:0004221;GO:0004843;GO:0008270;GO:0030433;GO:0048642;GO:0090068;GO:0016579;GO:1900037;GO:0031647;GO:0034976;GO:0014732
c_sym_18307	No_GO
c_sym_18308	No_GO
c_sym_18310	No_GO
c_sym_18325	GO:0005506;GO:0031418;GO:0016706
c_sym_18326	No_GO
c_sym_18331	No_GO
c_sym_18332	GO:0005737;GO:0005634;GO:0000502;GO:0005488
c_sym_18335	No_GO
c_sym_18336	No_GO
c_sym_18338	No_GO
c_sym_18341	No_GO
c_sym_18343	No_GO
c_sym_18345	GO:0005737;GO:0005524;GO:0031072;GO:0046872;GO:0051082;GO:0006260;GO:0006457;GO:0009408
c_sym_18359	No_GO
c_sym_18360	No_GOcodes
c_sym_18362	GO:0005794;GO:0016020;GO:0005509;GO:0008234;GO:0004221;GO:0016579;GO:0006511
c_sym_18363	No_GO
c_sym_18366	No_GO
c_sym_18367	No_GO
c_sym_18369	GO:0005764;GO:0004561
c_sym_18371	GO:0005856;GO:0005886;GO:0043531;GO:0005524;GO:0016887;GO:0005509;GO:0005516;GO:0008017;GO:0003777;GO:0016491;GO:0007018;GO:0009846;GO:0010091
c_sym_18372	GO:0016021;GO:0005242
c_sym_18377_39959	GO:0005604;GO:0000785;GO:0005737;GO:0030893;GO:0016363;GO:0000922;GO:0005524;GO:0045502;GO:0051301;GO:0051276;GO:0006281;GO:0007126;GO:0007067;GO:0007052;GO:0006275;GO:0007165
c_sym_18380	GO:0005730;GO:0003723;GO:0008173;GO:0008757;GO:0031167
c_sym_18384	GO:0034707;GO:0005247
c_sym_18387	No_GO
c_sym_18390	No_GO
c_sym_18391	No_GO
c_sym_18394	GO:0008935;GO:0009234
c_sym_18397	GO:0005634;GO:0005524;GO:0008026;GO:0003677;GO:0003725;GO:0051301;GO:0009792;GO:0007281;GO:0007067;GO:0006355;GO:0006351
c_sym_18398	No_GO
c_sym_18405	No_GO
c_sym_18406	No_GO
c_sym_18408	No_GOcodes
c_sym_18409	No_GO
c_sym_18410	No_GO
c_sym_18411	No_GO
c_sym_18412	GO:0005675;GO:0043138;GO:0005524;GO:0003677;GO:0006265;GO:0006917;GO:0006366;GO:0006283;GO:0009650
c_sym_18417	No_GO
c_sym_18418	GO:0005524;GO:0008026;GO:0003723;GO:0008270
c_sym_18421	No_GO
c_sym_18425	No_GO
c_sym_18436	GO:0031072;GO:0051082;GO:0006457
c_sym_18438	No_GO
c_sym_18439	GO:0031463;GO:0000113;GO:0005524;GO:0003677;GO:0004386;GO:0005515;GO:0008270;GO:0000715;GO:0042787
c_sym_18443	No_GO
c_sym_18446	No_GO
c_sym_18447	No_GO
c_sym_18459	No_GO
c_sym_18461	No_GO
c_sym_18463	No_GO
c_sym_18468	No_GO
c_sym_18471	No_GO
c_sym_18472	No_GO
c_sym_18475	GO:0016740;GO:0008652
c_sym_18487	GO:0005488;GO:0016829
c_sym_18495	No_GOcodes
c_sym_18496	No_GO
c_sym_18498	No_GO
c_sym_18502	GO:0030529;GO:0003676;GO:0000166
c_sym_18509	No_GO
c_sym_18510	No_GO
c_sym_18515	GO:0005945;GO:0005886;GO:0003872;GO:0005524;GO:0006096
c_sym_18520	No_GO
c_sym_18524	No_GO
c_sym_18526	GO:0003824
c_sym_18529	No_GO
c_sym_18532	No_GO
c_sym_18533	GO:0005739;GO:0004359;GO:0006543
c_sym_18534	GO:0005634;GO:0005524;GO:0008026;GO:0003676;GO:0003724;GO:0006397;GO:0051726;GO:0008380
c_sym_18540	GO:0005852;GO:0003743;GO:0001732
c_sym_18543	No_GO
c_sym_18548	GO:0005634;GO:0045335;GO:0030544;GO:0006457
c_sym_18553	No_GO
c_sym_18554	No_GO
c_sym_18557	GO:0005622;GO:0008408;GO:0008409;GO:0003677;GO:0003887;GO:0006281;GO:0006260
c_sym_18559	GO:0005858;GO:0005929;GO:0035086;GO:0020017;GO:0005874;GO:0005932;GO:0005524;GO:0016887;GO:0003777;GO:0005515;GO:0072594;GO:0009296;GO:0007018;GO:0007275
c_sym_18562	No_GO
c_sym_18567	GO:0005737;GO:0005634;GO:0018024;GO:0008270
c_sym_18570	No_GO
c_sym_18583	No_GO
c_sym_18586	No_GO
c_sym_18598	GO:0005813;GO:0005634;GO:0005524;GO:0046872;GO:0004674;GO:0004713;GO:0051301;GO:0030030;GO:0007067;GO:0006974;GO:0010212
c_sym_18616	No_GO
c_sym_18617	GO:0016021;GO:0005886;GO:0005524;GO:0042626;GO:0080168;GO:0009737
c_sym_18619	GO:0005840;GO:0042254
c_sym_18623	No_GO
c_sym_18626	No_GO
c_sym_18628	No_GO
c_sym_18629	GO:0005506;GO:0031418;GO:0004656
c_sym_18631	GO:0005524;GO:0005509;GO:0004683;GO:0030154;GO:0007275
c_sym_18634	GO:0005813;GO:0005634;GO:0005524;GO:0046872;GO:0004674;GO:0004713;GO:0051301;GO:0030030;GO:0007067;GO:0006974;GO:0010212
c_sym_18637	GO:0005634;GO:0008234;GO:0004221;GO:0006511
c_sym_18640	No_GO
c_sym_18642	No_GO
c_sym_18644	No_GO
c_sym_18646	No_GO
c_sym_18651	No_GO
c_sym_18652	No_GO
c_sym_18658	GO:0033106;GO:0005783;GO:0016021;GO:0032588;GO:0000030;GO:0007038;GO:0006897
c_sym_18662	No_GO
c_sym_18663	No_GO
c_sym_18669	No_GO
c_sym_18675	No_GO
c_sym_18676	No_GO
c_sym_18679	No_GO
c_sym_18680	GO:0005783;GO:0005792;GO:0042277;GO:0003755;GO:0006457
c_sym_18681	No_GO
c_sym_18683	No_GO
c_sym_18686	No_GO
c_sym_18687_34275	GO:0032580;GO:0046872;GO:0006810
c_sym_18694	GO:0005524;GO:0004004;GO:0003723
c_sym_18695	No_GO
c_sym_18698	No_GO
c_sym_18702	GO:0016788;GO:0009058
c_sym_18704	No_GO
c_sym_18710	No_GO
c_sym_18717	No_GO
c_sym_18718	No_GO
c_sym_18722	No_GO
c_sym_18725	No_GO
c_sym_18726	No_GO
c_sym_18728	No_GO
c_sym_18729	No_GO
c_sym_18734	No_GO
c_sym_18743	No_GO
c_sym_18750	GO:0030170;GO:0008483;GO:0000271
c_sym_18752	No_GO
c_sym_18753	GO:0016021;GO:0005886;GO:0005524;GO:0046872;GO:0004222;GO:0017111;GO:0030163;GO:0006508
c_sym_18755	No_GO
c_sym_18757	No_GO
c_sym_18759	No_GO
c_sym_18763	GO:0004806;GO:0006629
c_sym_18764	No_GOcodes
c_sym_18765	No_GO
c_sym_18770	GO:0005737
c_sym_18772	No_GO
c_sym_18777	No_GO
c_sym_18778	No_GOcodes
c_sym_18779	No_GO
c_sym_18782	No_GO
c_sym_18791	GO:0005739;GO:0005524;GO:0004824;GO:0046872;GO:0003676;GO:0006430
c_sym_18794	No_GO
c_sym_18797	No_GO
c_sym_18802	No_GO
c_sym_18803	No_GO
c_sym_18804	GO:0005739;GO:0005777;GO:0003995;GO:0050660;GO:0016772
c_sym_18807	GO:0016021;GO:0000166;GO:0015299;GO:0006813
c_sym_18814	No_GOcodes
c_sym_18818	No_GO
c_sym_18821	No_GO
c_sym_18823	No_GO
c_sym_18830	GO:0005488
c_sym_18831	No_GOcodes
c_sym_18838	No_GO
c_sym_18844	GO:0003824
c_sym_18847	No_GO
c_sym_18849	No_GOcodes
c_sym_18850	No_GO
c_sym_18855	No_GO
c_sym_18856	No_GO
c_sym_18860	GO:0045335;GO:0008180;GO:0005515
c_sym_18861	No_GO
c_sym_18864	GO:0016021;GO:0005249
c_sym_18866	No_GO
c_sym_18867	GO:0005737;GO:0005524;GO:0004828;GO:0006434
c_sym_18868	GO:0016021;GO:0005774;GO:0005524;GO:0016887;GO:0006810
c_sym_18869	GO:0008168
c_sym_18870	GO:0005622;GO:0008270
c_sym_18872	No_GO
c_sym_18874	No_GO
c_sym_18878	No_GO
c_sym_18881	No_GO
c_sym_18883	No_GO
c_sym_18884	No_GOcodes
c_sym_18889	GO:0016021;GO:0018685;GO:0009055;GO:0020037;GO:0005515;GO:0006631
c_sym_18892	No_GO
c_sym_18893	GO:0004553;GO:0005975
c_sym_18894	No_GO
c_sym_18895	GO:0005694;GO:0005737;GO:0005874;GO:0005634;GO:0005524;GO:0003677;GO:0003777;GO:0007018
c_sym_18897	No_GO
c_sym_18899	No_GO
c_sym_18900	No_GO
c_sym_18904	No_GO
c_sym_18916	No_GO
c_sym_18917	No_GOcodes
c_sym_18919	No_GO
c_sym_18920	No_GO
c_sym_18922	No_GO
c_sym_18924	GO:0005509
c_sym_18935	No_GO
c_sym_18936	GO:0016491
c_sym_18942	No_GO
c_sym_18943	GO:0009507;GO:0005524;GO:0003677;GO:0004518;GO:0017111;GO:0006289;GO:0019538
c_sym_18953	No_GO
c_sym_18955	No_GO
c_sym_18956	GO:0005783;GO:0005576;GO:0004029
c_sym_18957	No_GO
c_sym_18958	No_GO
c_sym_18962	GO:0016757;GO:0005975
c_sym_18964	GO:0042597;GO:0008422;GO:0005975
c_sym_18966	No_GO
c_sym_18967	No_GO
c_sym_18969	No_GO
c_sym_18974	No_GO
c_sym_18975	GO:0005730;GO:0032040;GO:0006364
c_sym_18984	GO:0005737;GO:0005634;GO:0005488;GO:0008565;GO:0006406;GO:0006606;GO:0007088;GO:0060188
c_sym_18985	GO:0010008;GO:0000329;GO:0000139;GO:0016021
c_sym_18986	No_GO
c_sym_18991	GO:0005737;GO:0016021;GO:0031256;GO:0015385;GO:0035865;GO:0036051;GO:0051453
c_sym_18996	No_GO
c_sym_18998	GO:0000166;GO:0003723;GO:0007126;GO:0045927;GO:0045836
c_sym_19000	GO:0005739;GO:0004314;GO:0005488;GO:0006633
c_sym_19001	GO:0005743;GO:0005634;GO:0020037;GO:0004842;GO:0008270;GO:0006281;GO:0042787;GO:0007283
c_sym_19006	GO:0005524
c_sym_19007	No_GO
c_sym_19010	No_GO
c_sym_19011	No_GO
c_sym_19012	No_GO
c_sym_19013	No_GO
c_sym_19018	GO:0009507;GO:0016021;GO:0003755;GO:0006457;GO:0016192
c_sym_19024	No_GO
c_sym_19028	GO:0030170;GO:0008483;GO:0009058
c_sym_19033	No_GO
c_sym_19042	No_GO
c_sym_19045	No_GO
c_sym_19046	GO:0004190;GO:0007586;GO:0006508
c_sym_19051	No_GOcodes
c_sym_19053	No_GO
c_sym_19054	No_GO
c_sym_19058	GO:0005737;GO:0005525;GO:0003924;GO:0000287
c_sym_19060	No_GO
c_sym_19063	No_GOcodes
c_sym_19064	No_GO
c_sym_19074	No_GO
c_sym_19079	GO:0005622;GO:0004871;GO:0007275
c_sym_19080	No_GOcodes
c_sym_19089	GO:0050232
c_sym_19095	No_GO
c_sym_19098	No_GO
c_sym_19099	No_GO
c_sym_19108	No_GO
c_sym_19109	GO:0000939;GO:0000796;GO:0005829;GO:0005730;GO:0005524;GO:0005515;GO:0051301;GO:0034613;GO:0006310;GO:0006281;GO:0007076;GO:0007062
c_sym_19111	No_GO
c_sym_19116	No_GO
c_sym_19124	No_GO
c_sym_19129	No_GO
c_sym_19131	No_GO
c_sym_19133	No_GO
c_sym_19136	No_GO
c_sym_19138	No_GO
c_sym_19144	No_GO
c_sym_19148	No_GO
c_sym_19150	No_GO
c_sym_19151	No_GO
c_sym_19152	No_GO
c_sym_19164	No_GO
c_sym_19168	No_GO
c_sym_19170	No_GOcodes
c_sym_19171	No_GO
c_sym_19172	No_GO
c_sym_19174	No_GO
c_sym_19177	GO:0005622;GO:0008408;GO:0003676
c_sym_19180	No_GO
c_sym_19181	GO:0005792;GO:0048471;GO:0072380;GO:0005524;GO:0001671;GO:0031072;GO:0046872;GO:0051082;GO:0006458;GO:0030433;GO:0042026;GO:0045047;GO:0006626;GO:0009408
c_sym_19185	No_GO
c_sym_19189	No_GO
c_sym_19194	No_GO
c_sym_19195	GO:0000148;GO:0016021;GO:0003843;GO:0006075;GO:0007047;GO:0008360
c_sym_19204	No_GOcodes
c_sym_19206	GO:0034098;GO:0005829;GO:0000837;GO:0043332;GO:0005792;GO:0005634;GO:0005524;GO:0016887;GO:0005515;GO:0071629;GO:0030433;GO:0016236;GO:0072671;GO:0034727;GO:0015031;GO:0031134;GO:0006906
c_sym_19209	No_GO
c_sym_19212	GO:0005846;GO:0005634;GO:0000166;GO:0000339;GO:0031047;GO:0006370;GO:0000398
c_sym_19219	No_GO
c_sym_19220	No_GO
c_sym_19221	No_GO
c_sym_19228	No_GO
c_sym_19232	No_GO
c_sym_19234	No_GO
c_sym_19240	No_GO
c_sym_19241	No_GO
c_sym_19248	No_GOcodes
c_sym_19253_73496	GO:0005737;GO:0005886;GO:0005509;GO:0004198;GO:0006508
c_sym_19264	No_GO
c_sym_19268	No_GO
c_sym_19270_55392	GO:0003676;GO:0000166
c_sym_19272	No_GO
c_sym_19275	No_GO
c_sym_19278	No_GO
c_sym_19281	No_GO
c_sym_19286	No_GO
c_sym_19294	No_GO
c_sym_19295	No_GOcodes
c_sym_19297	No_GO
c_sym_19299	No_GO
c_sym_19300	No_GO
c_sym_19305	No_GO
c_sym_19306	GO:0005737;GO:0008168;GO:0003676;GO:0001510;GO:0006364
c_sym_19312	No_GO
c_sym_19313	No_GO
c_sym_19315	GO:0016021
c_sym_19324	No_GO
c_sym_19326	No_GO
c_sym_19327	No_GO
c_sym_19329	GO:0003824
c_sym_19339	No_GO
c_sym_19343	No_GO
c_sym_19346	No_GO
c_sym_19351	No_GO
c_sym_19353	GO:0003824
c_sym_19355	No_GO
c_sym_19358	No_GO
c_sym_19359	No_GO
c_sym_19360	GO:0005524;GO:0046872;GO:0004637;GO:0016757;GO:0009113
c_sym_19362	No_GO
c_sym_19363	No_GO
c_sym_19371	No_GO
c_sym_19372	GO:0005524;GO:0004674
c_sym_19378_69515	No_GO
c_sym_19379	No_GO
c_sym_19380	GO:0017086;GO:0005947;GO:0003863;GO:0009083
c_sym_19381	No_GO
c_sym_19385_28380	GO:0005737;GO:0003743
c_sym_19386	GO:0005795;GO:0005886;GO:0005525;GO:0005515;GO:0015031;GO:0046686;GO:0007264;GO:0016192
c_sym_19389	No_GO
c_sym_19391	No_GO
c_sym_19393	No_GO
c_sym_19396	No_GO
c_sym_19397	GO:0016021;GO:0005811;GO:0005525;GO:0004806;GO:0019433;GO:0006642
c_sym_19402	No_GO
c_sym_19404	GO:0000139;GO:0016021;GO:0004559;GO:0005509;GO:0004571;GO:0006491;GO:0048364
c_sym_19405	No_GO
c_sym_19406	No_GO
c_sym_19412	No_GO
c_sym_19413	No_GO
c_sym_19415	No_GO
c_sym_19417	No_GO
c_sym_19426	No_GO
c_sym_19429	GO:0033735;GO:0050661;GO:0009435;GO:0006742
c_sym_19442	No_GO
c_sym_19443	No_GOcodes
c_sym_19444	No_GO
c_sym_19448	GO:0032153;GO:0005737;GO:0005524;GO:0004674;GO:0007126
c_sym_19451	No_GO
c_sym_19458	No_GO
c_sym_19460	No_GO
c_sym_19461	No_GO
c_sym_19469	No_GO
c_sym_19473	No_GO
c_sym_19476	No_GO
c_sym_19487	No_GO
c_sym_19495	No_GO
c_sym_19497	No_GO
c_sym_19506	GO:0005737;GO:0005634;GO:0005524;GO:0015459;GO:0004674;GO:0017080;GO:0007243;GO:0032411;GO:0001558;GO:0042127;GO:0006979
c_sym_19514	No_GO
c_sym_19515	No_GO
c_sym_19516	No_GO
c_sym_19517	No_GOcodes
c_sym_19521	No_GO
c_sym_19522	GO:0031252;GO:0005829;GO:0030175;GO:0005624;GO:0016459;GO:0001891;GO:0003779;GO:0030898;GO:0005524;GO:0003774;GO:0043621;GO:0030048;GO:0000902;GO:0031589;GO:0046847;GO:0006909;GO:0009847
c_sym_19529	GO:0005739;GO:0004352;GO:0000166;GO:0005515;GO:0019551
c_sym_19538	No_GO
c_sym_19542	GO:0005886;GO:0005525;GO:0015031;GO:0007264
c_sym_19544	No_GO
c_sym_19547	GO:0016021;GO:0005537;GO:0046872;GO:0042803;GO:0004872;GO:0042742;GO:0006897;GO:0050715
c_sym_19554	No_GO
c_sym_19556	No_GO
c_sym_19558	No_GO
c_sym_19559	No_GOcodes
c_sym_19565	No_GO
c_sym_19566	No_GO
c_sym_19567	No_GO
c_sym_19568	No_GOcodes
c_sym_19569	GO:0017101;GO:0034618;GO:0004814;GO:0005524;GO:0000049;GO:0006420
c_sym_19582	GO:0005737;GO:0005856;GO:0005509
c_sym_19583	No_GO
c_sym_19584	No_GO
c_sym_19587	No_GO
c_sym_19588	GO:0016021;GO:0042651;GO:0004016;GO:0005524;GO:0046872;GO:0004871;GO:0035556
c_sym_19592	No_GO
c_sym_19594	No_GO
c_sym_19595	No_GO
c_sym_19596	No_GO
c_sym_19605	No_GO
c_sym_19606	No_GO
c_sym_19611	No_GOcodes
c_sym_19612	No_GO
c_sym_19634	GO:0000814;GO:0015031
c_sym_19639	No_GO
c_sym_19641	No_GO
c_sym_19643	GO:0036064;GO:0015631;GO:0004835;GO:0018095
c_sym_19645	GO:0005789;GO:0016021;GO:0004310;GO:0016491;GO:0051996;GO:0006695;GO:0008299
c_sym_19651	No_GO
c_sym_19656	GO:0005783;GO:0005764;GO:0004065;GO:0046872
c_sym_19657	No_GO
c_sym_19658	No_GO
c_sym_19661	No_GO
c_sym_19663	No_GO
c_sym_19675	No_GO
c_sym_19678	No_GO
c_sym_19682	No_GO
c_sym_19684	No_GO
c_sym_19701	GO:0043169;GO:0004553;GO:0005992
c_sym_19704	No_GO
c_sym_19705	No_GO
c_sym_19706	No_GO
c_sym_19711	GO:0005694;GO:0005634;GO:0005524;GO:0003918;GO:0006265
c_sym_19722	GO:0030131;GO:0030663;GO:0006886;GO:0016192
c_sym_19723	No_GO
c_sym_19726	No_GO
c_sym_19728	No_GO
c_sym_19731	No_GO
c_sym_19740	No_GO
c_sym_19746	GO:0016853
c_sym_19747	No_GO
c_sym_19749	No_GO
c_sym_19750	No_GO
c_sym_19754	No_GO
c_sym_19756	No_GO
c_sym_19758	GO:0004222;GO:0006508
c_sym_19759	No_GO
c_sym_19762_49165	GO:0005737;GO:0005634;GO:0005488;GO:0006397
c_sym_19764	GO:0030126;GO:0005576;GO:0005179;GO:0005198;GO:0006886;GO:0016192
c_sym_19765	No_GO
c_sym_19767	No_GO
c_sym_19773	No_GO
c_sym_19777	GO:0000139;GO:0016021;GO:0006895;GO:0015031
c_sym_19778	No_GO
c_sym_19779	No_GO
c_sym_19782	No_GO
c_sym_19785	GO:0005737;GO:0005634;GO:0005524;GO:0016874;GO:0008641;GO:0006464
c_sym_19788	GO:0005634;GO:0003677;GO:0006351
c_sym_19792	No_GO
c_sym_19794	No_GO
c_sym_19811	No_GOcodes
c_sym_19822	No_GO
c_sym_19825	No_GO
c_sym_19832	No_GO
c_sym_19836	GO:0005730;GO:0005525;GO:0009792;GO:0040007;GO:0040011;GO:0002119;GO:0040010;GO:0000003;GO:0042254
c_sym_19837	GO:0009941;GO:0005634;GO:0005524;GO:0003677;GO:0004386;GO:0008270;GO:0016568;GO:0006281
c_sym_19843	No_GO
c_sym_19844	No_GO
c_sym_19858	No_GOcodes
c_sym_19859	No_GO
c_sym_19860	GO:0005737;GO:0005524;GO:0004075;GO:0046872;GO:0004736;GO:0006094
c_sym_19867	No_GO
c_sym_19869	No_GO
c_sym_19871	No_GO
c_sym_19874	No_GO
c_sym_19880	GO:0005887;GO:0005624;GO:0005524;GO:0042626;GO:0008514;GO:0015721;GO:0008206
c_sym_19888	No_GO
c_sym_19890	No_GO
c_sym_19892	No_GO
c_sym_19895	No_GO
c_sym_19898	No_GO
c_sym_19900	No_GO
c_sym_19910	No_GO
c_sym_19912	No_GO
c_sym_19917	No_GO
c_sym_19919	GO:0005737;GO:0005524;GO:0046872;GO:0004652;GO:0030154;GO:0006397;GO:0007275;GO:0048477;GO:0043631
